x y ra dec
1953.2482 713.926 251.34378051757812 15.745408058166504
1738.8533 721.2861 263.41412353515625 16.317699432373047
1779.3988 719.6093 261.1313781738281 16.301074981689453
1321.4022 730.9509 286.3525390625 13.863696098327637
1252.5747 720.4034 289.9139404296875 12.374642372131348
1105.5422 725.8956 297.75628662109375 10.416046142578125
1351.2222 725.9986 284.6955261230469 13.906766891479492
1809.3704 737.1722 259.52056884765625 17.317913055419922
1621.5212 737.1917 270.0142517089844 16.75094223022461
2165.1069 738.2679 239.11251831054688 15.664593696594238
785.5413 733.9794 314.7689208984375 4.293851375579834
2208.9954 742.4091 236.54673767089844 15.42192268371582
1351.6202 747.3871 284.9057922363281 15.068469047546387
1149.2974 739.5444 295.6417541503906 11.826617240905762
1225.1549 739.9249 291.60052490234375 13.023664474487305
841.2572 742.9639 311.95135498046875 6.00823974609375
1152.1165 745.6711 295.6417541503906 11.826617240905762
1681.6821 749.3281 266.7834777832031 17.697032928466797
2113.2751 756.7993 242.01893615722656 17.046993255615234
1799.8409 752.041 260.07861328125 18.057212829589844
1087.6975 751.385 299.0592956542969 11.42370891571045
1275.2379 755.8109 289.1116027832031 14.54461669921875
1484.0194 757.4252 277.76861572265625 16.928604125976562
1291.2748 760.8259 288.8337097167969 15.083678245544434
1909.3687 761.4883 253.84263610839844 18.433183670043945
2292.6333 763.4333 231.44752502441406 15.428054809570312
769.6978 767.1405 316.14434814453125 5.502860069274902
1282.4135 764.174 288.8337097167969 15.083678245544434
499.4899 761.4944 330.8284606933594 -2.1553380489349365
1523.3885 768.4554 275.70416259765625 17.82657814025879
1743.9235 774.8992 263.3451843261719 19.256887435913086
1164.4319 773.1682 295.2730407714844 13.81570816040039
1219.0576 771.6293 292.3421936035156 14.596075057983398
2142.1101 775.5923 240.3097686767578 17.818029403686523
2475.9724 788.8649 220.2871856689453 13.728322982788086
2053.2932 787.0202 245.4801788330078 19.15302276611328
597.3146 773.8673 325.5421447753906 1.2852743864059448
1469.8047 783.1718 278.8024597167969 18.203392028808594
722.8343 786.1054 318.9558410644531 5.248063564300537
2080.2119 784.8005 243.86947631835938 18.80828857421875
613.241 785.1746 324.888671875 2.2437567710876465
2193.1938 792.0607 237.18502807617188 18.141769409179688
1417.8472 792.2535 281.7550964355469 18.181243896484375
1773.3557 789.8645 261.7047119140625 20.0809383392334
1365.955 787.4982 284.56146240234375 17.36093521118164
500.9117 788.1637 331.1976318359375 -0.9062444567680359
1377.6692 798.2373 284.025634765625 18.10577964782715
1589.6794 801.0272 272.2202453613281 20.04528045654297
500.128 801.3732 331.4459533691406 -0.31982776522636414
899.5475 799.3002 309.78167724609375 10.086153984069824
1679.5724 803.054 267.1031494140625 20.565427780151367
930.6995 809.7154 308.3031921386719 11.303330421447754
1420.9807 801.9716 281.7550964355469 18.181243896484375
1911.4551 808.4817 253.729736328125 20.958486557006836
1591.9445 815.2542 272.1895446777344 20.814571380615234
2220.0662 804.7475 235.4781494140625 18.463903427124023
523.1296 806.8805 330.2708740234375 0.6047433018684387
1619.7043 812.9141 270.5960388183594 20.833646774291992
2015.1302 807.9619 247.63999938964844 20.479341506958008
2016.1067 826.8145 247.55523681640625 21.48964500427246
1413.6892 814.5425 282.222412109375 19.32876968383789
1673.7594 809.6187 267.1031494140625 20.565427780151367
1193.2589 815.4953 294.32244873046875 16.462770462036133
437.2027 822.1888 335.41375732421875 -1.3873519897460938
1625.1287 826.3369 270.37481689453125 21.59530258178711
912.29 819.9249 309.4545593261719 11.37769603729248
2405.022 816.8174 224.2986602783203 16.388137817382812
903.4367 821.2382 309.4545593261719 11.37769603729248
1184.918 820.1294 294.32244873046875 16.462770462036133
1529.6857 840.9337 275.9240417480469 21.77031898498535
2219.9077 827.2993 235.38787841796875 19.670499801635742
2164.4377 828.6032 238.64442443847656 20.310863494873047
704.0515 829.4004 320.7232666015625 6.811114311218262
998.6286 826.9429 305.00079345703125 13.548100471496582
1862.0333 828.0422 256.575439453125 22.08424186706543
1431.6862 834.1925 281.4155578613281 20.547080993652344
1182.2693 838.5002 295.2622375488281 17.476119995117188
1108.5209 849.4808 299.4393310546875 16.78911781311035
2467.6738 842.6439 220.18150329589844 16.418304443359375
1884.7313 839.4008 255.24224853515625 22.63214874267578
1606.5619 839.7855 271.5079650878906 22.218891143798828
1544.7184 842.7918 275.0745849609375 21.961435317993164
2010.0293 840.4835 247.8059844970703 22.195438385009766
1650.7994 840.6287 268.96173095703125 22.46422004699707
2448.4321 846.1058 221.31040954589844 16.964397430419922
1188.725 846.7773 295.02410888671875 18.01393699645996
1031.0394 846.7807 303.5691223144531 15.197469711303711
2176.9163 843.9004 237.81642150878906 20.977876663208008
937.8475 841.7043 308.48748779296875 13.027204513549805
1786.9747 843.5035 261.0275573730469 22.96036720275879
1115.0903 844.391 299.0052490234375 16.634817123413086
1080.6428 844.9364 300.87506103515625 16.031272888183594
637.9737 846.0395 324.6328125 5.771674156188965
825.6357 849.6349 314.6081848144531 10.839371681213379
1406.3125 855.3353 283.0684814453125 21.4251651763916
623.4514 853.774 325.5643615722656 5.680150508880615
1259.1294 860.6118 291.36895751953125 19.79852867126465
1161.1973 865.913 296.846923828125 18.534259796142578
920.2858 855.9728 309.6832580566406 13.315126419067383
1255.3086 863.9718 291.55517578125 20.097816467285156
773.9562 861.6149 317.5852966308594 10.13192367553711
1257.3826 867.7532 291.55517578125 20.097816467285156
1157.5701 879.0636 297.244384765625 19.14198112487793
1103.3297 866.4719 300.0137939453125 17.516538619995117
1083.8671 864.1523 301.0268859863281 17.071125030517578
420.2768 866.8243 337.20751953125 -0.02005472034215927
1826.6462 878.2924 258.7580261230469 24.839561462402344
757.1026 867.9877 318.6199645996094 10.00769329071045
2128.4463 869.2674 240.57369995117188 22.804397583007812
932.744 876.1872 309.386962890625 14.595198631286621
942.1425 873.5208 308.8271179199219 14.674185752868652
1706.8363 871.467 265.84014892578125 24.32765769958496
1220.6384 871.3348 293.6453552246094 19.773399353027344
1801.6345 871.894 260.2259216308594 24.499439239501953
1540.2504 868.0128 275.5362243652344 23.284997940063477
1261.4735 869.4846 291.55517578125 20.097816467285156
1710.7654 875.681 265.6183166503906 24.56429672241211
1731.7839 869.873 264.37957763671875 24.30997085571289
1305.1381 878.7003 289.0543212890625 21.390443801879883
1308.2719 874.9702 288.8222351074219 21.232101440429688
1400.3757 880.3115 283.68701171875 22.64507293701172
2417.4099 877.9958 222.84703063964844 19.100624084472656
847.4872 875.3975 313.91064453125 12.568506240844727
2307.4998 870.5181 229.60214233398438 20.57280921936035
1922.9246 879.0587 252.93856811523438 24.656417846679688
2545.0417 876.2536 214.93882751464844 16.306804656982422
2409.4639 876.6274 222.84703063964844 19.100624084472656
397.8831 882.709 338.8388977050781 -0.11737000197172165
1485.0854 882.772 278.87664794921875 23.60561180114746
1510.717 883.5889 277.3988037109375 23.866207122802734
440.7949 883.2324 336.3192138671875 1.3773921728134155
1555.8855 887.6016 274.7944641113281 24.446046829223633
1119.3604 899.2973 299.6891174316406 19.492095947265625
1804.8934 891.3278 260.04095458984375 25.537641525268555
1878.926 892.4244 255.5777587890625 25.50539207458496
912.3207 895.7104 310.8647766113281 15.07468032836914
1679.0208 890.9775 267.2048034667969 25.62295913696289
1685.4316 896.8989 267.2048034667969 25.62295913696289
932.6489 903.0962 309.9093933105469 15.912054061889648
927.4897 901.0006 309.9093933105469 15.912054061889648
855.382 895.4113 313.90283203125 13.721563339233398
1761.254 902.5984 262.6845703125 26.110607147216797
533.1747 899.6837 331.4195556640625 5.058294773101807
1021.6385 903.4202 305.0891418457031 17.793001174926758
2547.1934 938.7213 213.9180908203125 19.187206268310547
1658.6033 906.7059 268.8549499511719 26.049978256225586
906.33 920.194 311.6619567871094 16.124605178833008
1607.4272 912.2964 271.956298828125 26.097272872924805
1754.2024 909.1132 262.6845703125 26.110607147216797
1305.994 909.9568 289.43182373046875 23.025548934936523
1096.2196 917.8389 301.28948974609375 19.99088478088379
1357.0778 920.3572 286.65985107421875 24.25075912475586
644.5486 933.1271 326.0464172363281 9.875009536743164
2507.8391 920.6321 216.61419677734375 19.226837158203125
1348.5178 921.5111 286.65985107421875 24.25075912475586
2651.9878 926.5095 207.36956787109375 15.797808647155762
1962.3102 924.7286 250.4029083251953 26.91698455810547
1698.1106 935.1938 266.615478515625 27.722421646118164
525.3259 931.9108 332.5492858886719 6.197791576385498
2169.9817 941.8988 237.39874267578125 26.068544387817383
1167.5084 943.8398 297.7670593261719 22.610082626342773
1451.0654 946.418 281.51861572265625 26.662073135375977
2195.7795 952.2931 235.68600463867188 26.29551124572754
1268.9578 952.5654 292.17669677734375 24.665149688720703
2136.551 950.3322 239.39707946777344 26.878019332885742
1758.1665 945.653 262.9565734863281 28.407438278198242
1393.3597 950.2145 284.9393005371094 26.230432510375977
2225.9805 968.0547 233.67161560058594 26.71491050720215
571.963 945.712 330.2884826660156 8.257170677185059
1387.8099 952.9658 285.32232666015625 26.291431427001953
1614.0977 961.2482 271.8856201171875 28.762470245361328
1811.2838 953.2377 259.7020568847656 28.822982788085938
487.343 951.1796 335.1148681640625 5.789492607116699
2621.1631 965.9188 208.67129516601562 18.39853286743164
454.0891 951.8031 336.9645080566406 4.6963701248168945
1654.1365 967.1393 269.44097900390625 29.247922897338867
2334.2754 965.8667 226.82479858398438 24.869577407836914
1683.6583 966.0876 267.5953063964844 29.32203483581543
2650.479 964.2304 206.81675720214844 17.45677947998047
1137.9927 964.1652 299.7940979003906 23.101274490356445
1560.0398 970.4269 275.2542419433594 28.869842529296875
1166.4807 973.2428 298.3653259277344 24.079526901245117
2471.408 968.3763 218.1359100341797 22.259965896606445
1300.3164 973.9853 290.7120056152344 26.26243019104004
2327.4377 969.0064 227.148193359375 25.108638763427734
2352.3843 975.4398 225.52713012695312 25.00825309753418
1422.0785 975.7686 283.5552062988281 27.909692764282227
1652.7496 984.3961 269.6256103515625 30.18927574157715
1024.0382 976.3234 306.4188537597656 21.4096622467041
1922.6384 976.1011 252.66233825683594 29.80654525756836
2056.2429 979.5323 244.18655395507812 29.150300979614258
1163.9463 979.4184 298.6294250488281 24.31938934326172
1957.1952 1013.2031 250.32276916503906 31.60193634033203
1110.8364 984.9339 301.7225036621094 23.614421844482422
1565.5811 984.4508 275.23736572265625 29.85879898071289
1884.5469 994.584 255.07252502441406 30.92634391784668
1561.8512 988.2754 275.23736572265625 29.85879898071289
972.6915 994.8962 309.6304016113281 21.201181411743164
1177.6387 987.8997 298.00665283203125 24.992170333862305
1268.2947 990.0612 292.8400573730469 26.61711311340332
1138.2223 1000.3049 300.5057373046875 24.93787956237793
1541.821 990.7921 276.494873046875 29.82898712158203
1214.7054 990.9066 295.9288330078125 25.771875381469727
2323.5347 991.983 227.09909057617188 26.30118179321289
1077.0726 996.7355 303.8759765625 23.50892448425293
1619.2527 994.6591 271.7566833496094 30.56188201904297
1610.8126 994.055 271.7566833496094 30.56188201904297
1375.4783 1000.0315 286.6570129394531 28.628398895263672
1763.0696 997.0562 262.730712890625 31.15810203552246
1277.4943 1013.4894 292.68035888671875 27.959680557250977
2334.2322 1009.638 226.11187744140625 26.947660446166992
2113.116 1003.5989 240.3607940673828 29.851076126098633
615.2452 1003.3571 329.2349548339844 12.076523780822754
1516.2159 1008.1661 278.2081298828125 30.554182052612305
2031.3309 1009.2893 245.5245361328125 30.891748428344727
876.7452 1003.9721 315.11541748046875 19.329729080200195
1911.4913 1011.3958 253.24215698242188 31.70171356201172
588.0311 1007.5029 330.8292541503906 11.386555671691895
1601.5161 1012.4775 272.9757080078125 31.405290603637695
1803.3442 1021.9376 260.16448974609375 32.470130920410156
2240.4326 1021.2209 231.9576873779297 29.10550308227539
1079.6187 1019.086 304.1961669921875 24.671140670776367
1057.74 1023.6121 305.5142822265625 24.44611358642578
1627.2844 1025.3098 271.4566650390625 32.23072052001953
2401.9114 1040.084 221.2468719482422 27.074174880981445
2618.8948 1032.1046 207.4284210205078 21.264066696166992
2410.1931 1032.449 220.855712890625 26.527889251708984
1268.0116 1038.8881 293.712158203125 29.462913513183594
1816.3918 1033.3346 259.33154296875 33.10011291503906
1091.418 1032.939 303.81622314453125 25.591960906982422
1311.9178 1035.9437 291.03155517578125 29.621313095092773
565.9888 1030.6945 332.65606689453125 11.624664306640625
484.1166 1035.8186 337.28314208984375 9.129080772399902
990.8746 1038.5933 309.6329650878906 24.115976333618164
2287.5337 1038.2465 228.62167358398438 29.164230346679688
1478.2081 1040.9906 280.9650573730469 31.92690658569336
1269.9072 1045.4332 293.712158203125 29.462913513183594
2265.2949 1039.98 230.03598022460938 29.61630630493164
1109.8602 1043.4308 303.0028991699219 26.478832244873047
1256.2244 1063.4509 294.84417724609375 30.15323829650879
1876.4048 1044.2891 255.40150451660156 33.568267822265625
1112.8257 1049.1038 302.94989013671875 26.80901527404785
1416.4758 1057.9894 285.00341796875 32.14549255371094
1118.0988 1048.803 302.6396789550781 26.904138565063477
993.7551 1046.1693 309.6329650878906 24.115976333618164
1260.4827 1046.2749 293.712158203125 29.462913513183594
2251.0242 1048.8844 230.80096435546875 30.288211822509766
1605.3538 1049.1682 272.9379577636719 33.447025299072266
1159.3756 1049.6239 300.2750549316406 27.753564834594727
1457.0112 1057.0101 282.47052001953125 32.55108642578125
801.3832 1057.5219 320.52142333984375 19.804365158081055
907.2507 1052.1929 314.5681457519531 22.325918197631836
2211.9084 1058.4342 233.23248291015625 31.35914421081543
1367.4154 1053.3435 287.94171142578125 31.283464431762695
1395.6611 1055.5133 286.2409362792969 31.74424934387207
1458.4851 1061.1254 282.4413146972656 32.81283187866211
2022.5411 1063.1998 245.58924865722656 33.79914093017578
1422.9702 1066.7808 284.7359313964844 32.689552307128906
1511.9991 1057.9897 279.1556091308594 33.46903610229492
1511.0106 1063.967 279.1556091308594 33.46903610229492
2528.7957 1062.8022 212.5997772216797 25.091815948486328
1459.4468 1071.5181 282.5199890136719 33.36267852783203
702.5085 1066.0215 326.12786865234375 17.350040435791016
1779.7853 1063.3898 261.6923522949219 34.695701599121094
2166.8796 1069.0287 235.99716186523438 32.51582717895508
2102.312 1069.1837 240.2616424560547 33.3053092956543
1430.4272 1069.6266 284.2561340332031 32.90160369873047
534.4852 1069.6073 335.37945556640625 12.20517349243164
801.587 1969.3956 10.86704158782959 47.02463150024414
1968.5442 2078.5417 158.7732696533203 75.71298217773438
1715.2467 2079.0229 115.12946319580078 87.02015686035156
1375.1033 2076.3157 11.941750526428223 74.84758758544922
1328.578 2078.3477 12.0370512008667 72.67445373535156
1080.2711 2073.8101 14.177087783813477 60.71675109863281
1073.3247 2072.1506 14.195592880249023 60.36284637451172
964.9071 2077.4041 17.054462432861328 54.92389678955078
879.7544 2010.9366 12.208309173583984 50.96818923950195
1136.4814 1607.4335 321.68731689453125 52.89852523803711
2313.1545 1606.9199 204.8773956298828 52.921077728271484
790.404 1606.6334 343.52880859375 40.37683868408203
1088.3256 1602.6444 325.5235900878906 51.18962860107422
1097.0898 1603.0853 325.5235900878906 51.18962860107422
830.8666 1601.6786 341.0228576660156 41.81922912597656
1595.467 1593.5303 279.3896179199219 62.52647018432617
831.6003 1591.8994 341.0228576660156 41.81922912597656
583.7482 1591.7396 353.48822021484375 31.325321197509766
876.2302 1587.9772 337.6219177246094 43.12338638305664
